"date","lab","CarigaraBay_surface_elevation","CarigaraBay_water_temp_0","CarigaraBay_salinity_0","CarigaraBay_velocity_u_0","CarigaraBay_velocity_v_0","CarigaraBay_pr_wtr","CarigaraBay_precipitationCal","CarigaraBaydeep_surface_elevation","CarigaraBaydeep_water_temp_0","CarigaraBaydeep_salinity_0","CarigaraBaydeep_velocity_u_0","CarigaraBaydeep_velocity_v_0","CarigaraBaydeep_water_temp_100","CarigaraBaydeep_salinity_100","CarigaraBaydeep_velocity_u_100","CarigaraBaydeep_velocity_v_100"
"2003-03-27",NA,607.809523809524,"14529.1523809524","6872.68571428571","-77.6380952380952","5.57142857142857",39.4285736083984,0.0271064099894237,624.957142857143,"14593.05","6703.05357142857","-139","-148.107142857143","14610.7818740399","6470.07219662058","-4.63440860215054","-116.605222734255"
"2003-04-03",NA,599.047619047619,"14544.9619047619","7197.54285714286","-68.1619047619048","13.047619047619",37.0749969482422,0.00394811615099873,612.425,"14619.1357142857","6850.33928571429","-122.075","-123.689285714286","14641.9907834101","6490.25576036866","-12.310291858679","-108.688940092166"
"2003-04-10",NA,640.885714285714,"14550.9333333333","7730.81904761905","-65.6190476190476","33.5047619047619",34.6714286804199,0.000610681019138676,643.425,"14636.3","7488.63928571429","-96.4107142857143","-69.3357142857143","14707.1712749616","6684.20506912442","-10.0491551459293","-124.31490015361"
"2003-04-17",NA,643.047619047619,"14562.019047619","7967.33333333333","1093.40952380952","2098.37142857143",35.4428558349609,0.000164074846920018,652.960714285714,"14635.9428571429","7433.13571428571","964.6","2002.77857142857","14679.0360983103","6728.14516129032","952.952380952381","1994.25038402458"
"2003-04-24",NA,651.990476190476,"14575.9142857143","8269.8380952381","-43.5809523809524","15.647619047619",45.0357131958008,0.108750448887429,664.678571428571,"14593.6285714286","7710.57857142857","-109.239285714286","-157.978571428571","14631.1104454685","6770.93210445469","-4.45007680491551","-133.134101382488"
"2003-05-01",NA,629.371428571429,"14577.5714285714","8379.93333333333","2325.66666666667","4176.19047619048",39.9678573608398,0.159328562547527,642.95,"14583.6678571429","7647.8","2045.35357142857","4082.64285714286","14618.198156682","6791.7465437788","1938.26728110599","4085.37788018433"
"2003-05-08",NA,645.142857142857,"14568.2952380952","8820.42857142857","-78.0095238095238","31.0761904761905",40.8250007629395,0.147915082318442,654.103571428571,"14573.6714285714","8040.04642857143","-112.175","-103.55","14599.2811059908","7108.04608294931","-9.46543778801843","-106.723502304147"
"2003-05-15",NA,667.704761904762,"14568.3523809524","9171.93333333333","-87.5904761904762","13.4761904761905",45.2392845153809,0.262463517605312,673.703571428571,"14601.8571428571","8129.78571428571","-133.025","-94.3857142857143","14629.4470046083","7449.86175115207","-3.25345622119816","-123.041474654378"
"2003-05-22",NA,687.095238095238,"14530.9428571429","9215.06666666667","-43.7238095238095","54.1619047619048",51.6464309692383,0.188144762955961,693.028571428571,"14565.5392857143","8480.75357142857","-38.0428571428571","-53.7464285714286","14631.1797235023","7432.56221198157","-12.0599078341014","-115.617511520737"
"2003-05-29",NA,755.619047619048,"14526.5428571429","9264.32380952381","46.7619047619048","52.752380952381",51.0821418762207,0.124884517715564,745.2,"14540.3107142857","8247.48214285714","93.7321428571429","7.45714285714286","14589.3325652842","7731.42933947773","-11.1850998463902","-81.4692780337942"
"2003-06-05",NA,772.219047619048,"14534.419047619","9385.19047619048","-12.4857142857143","58.4952380952381",45.2821426391602,0.050813948303195,757.928571428571,"14560.8321428571","8433.45714285714","56.1464285714286","98.8035714285714","14582.8033794163","8108.14439324117","3.02611367127496","-57.2795698924731"
"2003-06-12",NA,689.447619047619,"14530.1714285714","10102.9047619048","1421.93333333333","2110.33333333333",42.1285705566406,0.0241425258462273,681.910714285714,"14570.5571428571","9098.24642857143","1320.79285714286","2035.73928571429","14634.4155145929","7843.8801843318","1109.32181259601","1990.05299539171"
"2003-06-19",NA,725.466666666667,"14369.6476190476","9923.51428571429","78.6095238095238","13.9047619047619",45.3999977111816,1.7274226271917,705.514285714286,"14546.3142857143","8654.13214285714","101.885714285714","-80.125","14657.6647465438","7985.91290322581","-17.6147465437788","-123.682949308756"
"2003-06-26",NA,646.933333333333,"14368.1619047619","9653.8380952381","-80.8761904761905","49.9619047619048",45.7107162475586,0.547966723877286,644.846428571429,"14518.4892857143","8409.08571428571","-93.5571428571428","-44.4964285714286","14583.6497695853","7546.88709677419","-8.31566820276498","-133.270353302611"
"2003-07-03",NA,650.904761904762,"14417.1428571429","9402.72380952381","-77.4380952380952","27.0380952380952",42.5964279174805,0.262738182312912,653.446428571429,"14463.3428571429","8216.38928571429","-82.2964285714286","-43.95","14489.9428571429","7432.20368663594","-5.06451612903226","-119.776036866359"
"2003-07-10",NA,648.628571428571,"14396.2285714286","9143.97142857143","-57.1238095238095","47.2190476190476",43.9214286804199,0.346568086317607,661.625,"14391.7678571429","8245.925","-79.8678571428571","-93.7357142857143","14420.4493087558","7519.93701996928","-4.55913978494624","-135.075268817204"
"2003-07-17",NA,661.466666666667,"14375.580952381","9340.67619047619","-71.5142857142857","33.2190476190476",44.6285705566406,0.393801011026852,677.564285714286,"14383.0892857143","8621.65","-98.3428571428571","-130.75","14411.0122887865","8029.10522273426","-13.937019969278","-148.651305683564"
"2003-07-24",NA,742.6,"14346.7523809524","9383.52380952381","1347.31428571429","2105.77142857143",52.0642852783203,0.736488688559759,735.492857142857,"14393.7928571429","8483.43571428572","1241.39642857143","2109.85","14439.0875576037","8237.12442396313","1182.33179723502","1971.77419354839"
"2003-07-31",NA,690.314285714286,"14300.1333333333","9557.67619047619","-32.6095238095238","19.4857142857143",48.7821426391602,0.725608755671789,699.289285714286,"14365.4964285714","8554.88571428571","-37.5857142857143","-149.592857142857","14425.3456221198","8039.09216589862","-16.0599078341014","-144.271889400922"
"2003-08-07",NA,727.790476190476,"14265.0761904762","9573.6","26.4380952380952","52.4571428571429",51.7357139587402,0.106260333712848,726.557142857143,"14387.8642857143","8323.86071428571","87.7178571428571","-54.1642857142857","14457.2857142857","7823.81105990783","-20.0921658986175","-136.483870967742"
"2003-08-14",NA,704.009523809524,"14274.2476190476","9686.42857142857","-23.6571428571429","57.847619047619",46.375,0.0656437171652677,707.310714285714,"14404.4535714286","8584.64285714286","-1.24642857142857","-86.15","14478.1975422427","7881.21966205837","-10.6534562211982","-150.11044546851"
"2003-08-21",NA,696.580952380952,"14288.6095238095","9539.31428571429","-8.22857142857143","65.4190476190476",53.4142875671387,0.173860707630714,696.467857142857,"14399.7857142857","8397.82142857143","33.8428571428571","-50.6571428571429","14480.2857142857","7733.24039938556","-20.852534562212","-144.586021505376"
"2003-08-28",NA,685.961904761905,"14285.9904761905","9632.1619047619","-51.5904761904762","39.0380952380952",48.1285705566406,1.02215159885467,695.378571428571,"14415.6071428571","8504.21428571429","-63.1107142857143","-102.742857142857","14506.6344086022","7963.26420890937","-11.1059907834101","-155.26574500768"
"2003-09-04",NA,718.361904761905,"14271.5238095238","9531.84761904762","53.152380952381","48.7809523809524",50.9107131958008,0.384041075668638,706.121428571429,"14474.3428571429","8293.37142857143","104.328571428571","-13.4214285714286","14541.2626728111","8034.61674347158","-26.5760368663594","-117.443164362519"
"2003-09-11",NA,722.580952380952,"14233.9619047619","9430.35238095238","1373.61904761905","2057.02857142857",52.0607147216797,0.197815486244739,708.014285714286,"14433.8857142857","8306.38214285714","1238.94285714286","1982.78214285714","14529.3932411674","7903.49385560676","1118.49769585253","2001.37173579109"
"2003-09-18",NA,704.866666666667,"14188.6380952381","9402.69523809524","-12.6571428571429","46.4761904761905",47.5285720825195,0.381376201671267,707.710714285714,"14399.6035714286","8432.91428571429","4.12857142857143","-107.4","14468.1290322581","8002.19815668203","-15.963133640553","-145.382488479263"
"2003-09-25",NA,709.314285714286,"14244.3523809524","9421.22857142857","15.2857142857143","49.4857142857143",49.6285705566406,0.18967039965921,700.589285714286,"14382.1428571429","8453.11428571429","73.9285714285714","0.239285714285713","14413.5161290323","8215.17511520737","-15.5023041474654","-101.428571428571"
