"date","lab","bataanbay_surface_elevation","bataanbay_water_temp_0","bataanbay_salinity_0","bataanbay_velocity_u_0","bataanbay_velocity_v_0","bataanbay_pr_wtr","bataanbay_precipitationCal","bataandeep_surface_elevation","bataandeep_water_temp_0","bataandeep_salinity_0","bataandeep_velocity_u_0","bataandeep_velocity_v_0","bataandeep_water_temp_100","bataandeep_salinity_100","bataandeep_velocity_u_100","bataandeep_velocity_v_100","bataanbay_surface_elevationanno","bataanbay_water_temp_0anno","bataanbay_salinity_0anno","bataanbay_velocity_u_0anno","bataanbay_velocity_v_0anno","bataanbay_pr_wtranno","bataanbay_precipitationCalanno","bataandeep_surface_elevationanno","bataandeep_water_temp_0anno","bataandeep_salinity_0anno","bataandeep_velocity_u_0anno","bataandeep_velocity_v_0anno","bataandeep_water_temp_100anno","bataandeep_salinity_100anno","bataandeep_velocity_u_100anno","bataandeep_velocity_v_100anno","sday"
2003-03-27,NA,-1.80428310248625,1.26509195581388,-1.11547586052201,-0.750473300292851,-0.0893808947090525,-0.932188084995597,-0.671266288261979,-1.95916920611868,0.782566105656065,-1.46677939496615,-1.13537196305353,1.41387934313692,0.907347612379293,-1.58548397814251,-0.593897348291118,0.322863007746343,-1.17836689727141,0.255439714646047,-0.463572776047804,-0.316450066458391,-0.032289784353228,0.0738859808729714,-0.0239061084198173,-1.39987191153319,0.283078651547921,-0.747182048314653,-0.458217192136886,1.30347828930908,0.593357694797065,-0.823337334731292,-0.993805696034837,0.753835821472095,0.996127183521316
2003-04-03,NA,-1.59015248525941,1.32461514303249,-0.607864267114819,-0.524737402532528,-0.44244657033876,-1.3729039752672,-0.724597587590834,-1.75308413980488,0.932016028194601,-0.798534232765194,-0.555721315143443,-0.636044041204803,0.764645307945646,-1.45861272159507,-1.05731610643684,-0.0986942973431363,-1.05412850681986,0.231524774241078,-0.209615379995178,-0.149722490482565,-0.459529277901326,-0.429284681815027,-0.0929713973662368,-1.27981673216832,0.319674197157295,-0.321231236018652,0.0890366783416314,-0.754145774109422,0.460331056220275,-0.80704282927378,-1.38856065019302,0.302020564276372,0.999466972470847
2003-04-10,NA,-1.5930575061286,1.35187103546159,-0.191804491148518,-0.401390996859777,-0.0777457758530723,-1.30473543222991,-0.726447417570217,-1.82216947453508,0.862558024547915,-0.333286986644048,-0.425475693322328,-0.383384147856852,0.652205921549717,-1.3538284199275,-1.33147605877496,0.0534010109368364,-1.15350838837482,0.182882356216475,-0.0559678287795744,-0.0942005330669096,-0.171982616523562,-0.448627793884947,-0.123486301338864,-1.4432593139901,0.137905620155266,-0.1090619608993,0.172294423912493,-0.506369226513506,0.350640688291238,-0.827147083643947,-1.59092945314463,0.416353248495833,0.988266195306906
2003-04-17,NA,-1.31417550268573,1.4040584221935,-0.0362535643212457,-0.282610204503799,-0.1107453801946,-1.41517869943306,-0.726973461797321,-1.41089476498974,0.925048282173114,0.244186789877817,-0.192685657152965,-0.562218686673489,0.596476801590529,-1.10421230710278,-0.833566209851216,-0.363686273788725,-0.976135922014189,0.170668145267001,-0.162328607936263,-0.0524266411108038,-0.284874603196254,-0.670188051556125,-0.166851128835249,-1.13249647256559,0.093939217091596,0.214059775022385,0.341745478807027,-0.687709857105388,0.29173253503991,-0.713063606320254,-1.02027007071162,-0.0453188465736218,0.962687804528535
2003-04-24,NA,-1.27189980424715,1.46099687869563,0.518827056344455,-0.163829412147821,-0.143744984536127,-0.429117287016201,-0.59124598348164,-1.45718125047198,1.06683551289295,0.45971751755851,0.0401043790163975,-0.741053225490127,0.470933658897098,-1.0976287287823,-0.335656360927473,-0.780773558514287,-1.03885351297366,0.178801963675096,0.14046088659214,-0.0197930817073489,-0.399983427494616,0.183599625145344,-0.0888543925857996,-1.28314290656304,0.140616927411926,0.183389563497036,0.493768303815256,-0.867181921554683,0.158758646040219,-0.848652818265092,-0.450674335154439,-0.51294077185718,0.923103922769531
2003-05-01,NA,-1.42341957695104,1.49854520602809,0.756742993419777,-0.450714589904888,-0.0206735118095205,-0.81170472602148,-0.604721639032968,-1.63165099411263,1.24618639276751,0.381038761857358,-0.37967841272918,-0.839624838860327,0.398786687870418,-0.763722077775787,-0.397058082971863,-0.500766898282205,-1.29732348237531,0.18714373702593,0.144247997088346,-0.401453754728754,-0.360407984974092,-0.349056557600581,-0.175058782494367,-1.56346285180942,0.241573836395738,-0.124466492870132,-0.0244732000684132,-0.96506091063619,0.0771647589640601,-0.659394872231529,-0.443243702382945,-0.288382056364847,0.870090429039005
2003-05-08,NA,-1.33932686757956,1.54468915763159,0.974607624619429,-0.737599767661956,0.102397960917086,-0.902596116737865,-0.633159076343947,-1.48872769444648,1.26853438656836,0.49056979805032,-0.799461204474757,-0.938196452230529,0.511247877521835,-0.594909452988322,-0.458459805016253,-0.220760238050122,-1.32065749546357,0.227332840185457,0.153703374409046,-0.790725480515231,-0.321071894821628,-0.603668999640398,-0.290660704865305,-1.52555389023246,0.207178575676302,-0.219204344692404,-0.559768884297255,-1.06213843118856,0.180802204155855,-0.633564220676111,-0.440155017665488,-0.0675685319624858,0.80441858064883
2003-05-15,NA,-0.986825519477822,1.57249825681477,1.04525579177265,-0.982945348848408,-0.411152112726126,-0.412735817291157,-0.541453875820035,-1.04866168887199,1.41352202556562,0.296108437938582,-1.29051409311655,0.0358257453137227,0.44749515969678,-0.463621496654237,1.2393104436103,-1.67580917445875,-1.07464286214454,0.275505231284853,0.04788453517674,-1.14454041519048,-0.917144788810401,-0.286432128283126,-0.299304910294829,-1.1874514087261,0.321284489812578,-0.586507150592679,-1.18181448061798,-0.0863019744895731,0.111709140849315,-0.639648725261674,1.31662665982167,-1.58429407355173,0.727043792714877
2003-05-22,NA,-0.629278608813795,1.55209004126579,1.07721677884537,-0.47938065384461,0.278529587736906,0.335001541314615,-0.426860377754421,-0.717079633646521,1.32586741485507,1.16111973144544,0.10995291602843,-0.939968260739291,0.2726548572903,-0.152524093372196,-0.0678134581824014,0.709920924898919,-0.821302342046229,0.304040977106535,-0.0600663765786866,-0.753513264963999,-0.307051761272206,0.284930393562359,-0.296323693810766,-0.952750397629056,0.231839256309718,0.141943310189726,0.0746744131008106,-1.06036193113247,-0.0621063995984473,-0.456736574500033,0.0622777167385241,0.738589674506103,0.639091738471438
2003-05-29,NA,0.627907396289876,1.37617029347404,0.851615482981968,2.14667031061782,2.77045107789159,1.15936148470188,4.65971123916357,0.138944832980455,0.688364374012223,0.715685604216606,3.062993841926,0.171132855098703,0.0402757647539963,0.412174129193105,-1.99451358406087,0.0594756539954941,0.335214050259938,0.206923827654554,-0.386207016674543,1.75837820694674,2.1101511587753,0.93448837020106,4.66991117554091,-0.186737537749776,-0.376322593240839,-0.400789737067308,2.87409571793581,0.05210100177655,-0.284396311261578,-0.00796730871036705,-1.81825657279208,0.025450745676541,0.541841972615933
