"date","lab","CarigaraBay_surface_elevation","CarigaraBay_water_temp_0","CarigaraBay_salinity_0","CarigaraBay_velocity_u_0","CarigaraBay_velocity_v_0","CarigaraBay_pr_wtr","CarigaraBay_precipitationCal","CarigaraBaydeep_surface_elevation","CarigaraBaydeep_water_temp_0","CarigaraBaydeep_salinity_0","CarigaraBaydeep_velocity_u_0","CarigaraBaydeep_velocity_v_0","CarigaraBaydeep_water_temp_100","CarigaraBaydeep_salinity_100","CarigaraBaydeep_velocity_u_100","CarigaraBay_surface_elevationanno","CarigaraBay_water_temp_0anno","CarigaraBay_salinity_0anno","CarigaraBay_velocity_u_0anno","CarigaraBay_velocity_v_0anno","CarigaraBay_pr_wtranno","CarigaraBay_precipitationCalanno","CarigaraBaydeep_surface_elevationanno","CarigaraBaydeep_water_temp_0anno","CarigaraBaydeep_salinity_0anno","CarigaraBaydeep_velocity_u_0anno","CarigaraBaydeep_velocity_v_0anno","CarigaraBaydeep_water_temp_100anno","CarigaraBaydeep_salinity_100anno","CarigaraBaydeep_velocity_u_100anno","sday"
"2003-03-27",NA,-1.4584311170591,1.41073773372901,-1.77765061083429,-1.00392493985742,-0.235036034544996,-1.01220532020188,-0.827292941227749,-1.43726857238619,1.68754328277633,-1.66417407456223,-1.19414544126372,-0.678549204469855,1.06692107124879,-1.05517252995406,0.246433065337996,-1.06522241980781,0.90776294266011,-0.760517079289264,-0.424056065170603,0.327824014292267,-0.000248663728789955,-0.562347089954703,-1.12502383826613,1.03955884978839,-0.790931760839486,-0.48547985915486,-0.271125586502628,0.626615838537705,-0.205168664841322,-0.216036877540269,0.996127183521316
"2003-04-03",NA,-1.55798203088045,1.47456121218348,-1.51505069061236,-0.783207964635972,-0.0240786987900611,-1.39168981286071,-0.881403232392992,-1.59125993676182,1.87578970899115,-1.49272597228349,-0.980818531591578,-0.393405124902458,1.25618315687255,-1.03527333934784,-0.612051398212323,-1.26467620404753,0.904052668983834,-0.696958093147418,-0.214217424490199,0.397981536194633,-0.424757823945823,-0.568186870150807,-1.37119057906941,1.18596540238928,-0.8198542055601,-0.328019148493542,-0.109670542573673,0.802791723084281,-0.295488545000251,-1.02488896947431,0.999466972470847
"2003-04-10",NA,-1.0826264173835,1.49866803205746,-1.08397417542895,-0.723980394400668,0.55316506834574,-1.77923482047685,-0.889201284701596,-1.21034085930942,1.99965503270277,-0.749712135434216,-0.657339491096951,0.241318839838841,1.65146117273293,-0.844056648824525,-0.359161838407218,-0.888955203016926,0.867195479770234,-0.477910123029904,-0.171407732212896,0.832359207512254,-0.88326095178886,-0.541455176902193,-1.08174170604942,1.27831973734832,-0.285847923094095,-0.0681955830346326,0.404043553528982,1.18983120043845,-0.225920437147497,-0.715929606362765,0.988266195306906
"2003-04-17",NA,-1.05806331147323,1.54342136273278,-0.892786652157441,-0.467327590047689,0.301225575007838,-1.65485194087062,-0.890244798104766,-1.0931687467751,1.99707772675819,-0.814321130524279,-0.7381867436336,-0.276252906165459,1.48083931122364,-0.800735643665216,-0.0460563881729898,-0.962254034008678,0.859801989043908,-0.504370697612636,0.0609672779269214,0.438802492859524,-0.854597865812618,-0.522222288584358,-1.05407903168537,1.25536473366628,-0.561268956879276,-0.221033516240797,-0.229044119854307,1.01534539968224,-0.312147419384857,-0.340399177924974,0.962687804528535
"2003-04-24",NA,-0.956456454866434,1.59951681759158,-0.648255392526568,-0.21067478569471,0.0492860816699358,-0.108124923070738,-0.636528338813587,-0.949183090885551,1.69171851840727,-0.491363458908829,-0.81903399617025,-0.793824652169759,1.19020086230749,-0.758551540396237,0.267049062061239,-0.955516565651542,0.87470521257056,-0.475828464299537,0.28326646565641,0.0494867699618898,0.573866336785522,-0.262256462213986,-0.996630869929897,0.941361856455917,-0.444342113694035,-0.382643616855643,-0.854356000765703,0.7248124601138,-0.403818708934458,0.0412431652746484,0.923103922769531
"2003-05-01",NA,-1.21344930304655,1.60620674846557,-0.559259348030373,-0.611625471838193,0.266961803913884,-0.925252630425979,-0.518350528486486,-1.21617752259296,1.61983745560433,-0.56444092597613,-0.837535232691719,-0.476024756557128,1.11189608475436,-0.738030362836039,-0.0134143933611929,-1.30345709228504,0.853074034748148,-0.594317003827051,-0.164044532777881,0.136598705118443,-0.380881860160934,-0.150924481962187,-1.34642217014133,0.872941869950789,-0.712629782320791,-0.490915923484391,-0.634839672075097,0.65027793480398,-0.517957555435065,-0.165010485093493,0.870090429039005
"2003-05-08",NA,-1.03425765816812,1.5687585147217,-0.203182786608375,-1.01257615798168,0.484637526157831,-0.787049089156974,-0.545018587140264,-1.07912564714552,1.54769866220629,-0.107846027208651,-0.856036469213188,-0.158224860944497,0.997176264679987,-0.426187276195294,-0.293877848783624,-1.21064062359011,0.801767436920617,-0.431122352054229,-0.624839663580764,0.232603099839288,-0.395635615395985,-0.195968814708164,-1.28788338999383,0.816490034530032,-0.435195279677528,-0.608146833131635,-0.404818287018616,0.542810791661218,-0.338306630430213,-0.366251678402571,0.80441858064883
"2003-05-15",NA,-0.777914055078135,1.56898920199346,0.0809578717191124,-1.23573322036638,-0.0119856031098398,-0.0753016204613318,-0.277371530360495,-0.838286488498199,1.75109964737706,-0.00338491018737452,-1.11883505513131,-0.0512072058077491,1.18011315681357,-0.0891875660026872,0.400881240789614,-1.03569808795763,0.803777877999732,-0.32017682956642,-0.92220361948921,-0.375251259659419,0.152498778928298,0.0438617957537248,-1.12092580663062,1.04766375642129,-0.489640261045142,-0.978226739872049,-0.374651307279391,0.736432876352961,-0.128112737357422,0.411845769388467,0.727043792714877
"2003-05-22",NA,-0.557603554490883,1.41796593490348,0.115824920639817,-0.214002177280962,1.13605228013231,0.957769773640402,-0.451020309548285,-0.600826450699241,1.48901340584139,0.405159620827013,0.0783434978821317,0.423365630435841,1.19062098929782,-0.10624336604128,-0.584048002663251,-0.891618759133131,0.670858241539277,-0.434954086214566,0.0107925537306273,0.673000841531283,1.01643227740047,-0.16456353946567,-0.952522807695204,0.825031668207673,-0.216721539230989,0.103936472159858,0.0338387699880006,0.761138446124445,-0.264123743319493,-0.486762885285782,0.639091738471438
"2003-05-29",NA,0.220949516101117,1.40020301499624,0.155642182070122,1.89356765345167,1.09627943211737,0.86678528870653,-0.598830433775267,0.0402410473911646,1.30695251389401,0.133619750593315,1.73926837363084,1.1380817473799,0.936844724711404,0.188412920143233,-0.486207918214202,-0.184082918871706,0.687667899744141,-0.518720487187926,2.01572097148397,0.545371273511866,0.7561321270455,-0.351396473774482,-0.375601550661096,0.693443680820554,-0.598845023039641,1.6433710982024,0.692573410411545,0.525267687699066,-0.0786338786227745,-0.300979228432015,0.541841972615933
"2003-06-05",NA,0.40955521478657,1.4319994105874,0.253345365521793,0.513587449579687,1.2583269142323,-0.0683912896299511,-0.771899318108553,0.196646069515624,1.4550445134873,0.35010415966122,1.26552868226354,2.20479669883453,0.897249386081476,0.559820306501443,1.10319952916137,-0.0613274887049182,0.770084539056085,-0.517440780504622,0.520630655972597,0.631501653098981,-0.343219565913047,-0.564953840526569,-0.278400815527825,0.902121207664143,-0.46741791283952,1.04337221806314,1.71233841149744,0.507570026907629,0.194767529552313,1.3764360656302,0.436709315936734
