"","date","status","surface_elevation","water_temp_0","salinity_0","velocity_u_0","velocity_v_0","pr_wtr","precipitationCal","surface_elevation.1","water_temp_0.1","salinity_0.1","velocity_u_0.1","velocity_v_0.1","salinity_150","velocity_u_150","velocity_v_150","surface_elevationanno","water_temp_0anno","salinity_0anno","velocity_u_0anno","velocity_v_0anno","pr_wtranno","precipitationCalanno","water_temp_0.1anno","salinity_0.1anno","velocity_u_0.1anno","sday"
"1",2011-04-03,NA,0.0291084968597482,1.05582938738952,-1.40187851321475,-1.48932501594106,-1.13090009972007,-0.0480368167607308,-0.677043497169339,0.353358814568956,0.946960106969026,-0.736677547174081,-1.1918521364541,-0.438180714226607,-0.600253918999179,0.944929989442037,0.797854287905462,0.783562269375659,-0.0053677599019899,-0.833533621836158,-0.920022311095818,-0.99991395534,1.03413961320514,-0.0150174819414529,0.4833181321941,-0.203136159052325,-0.545943953098348,0.999466972470847
"2",2011-04-10,NA,0.508855914018264,1.13644042920795,-1.22229114030273,-0.474191768822014,-0.304608590567952,-1.73665322238802,-0.677996445933815,0.706474801719311,0.951999017254787,-0.693590163272832,-0.451261763672353,0.3668406860325,-0.0536526691483356,1.6640234641966,1.88926753562926,1.15254848373847,0.00327597723832573,-0.928564812309581,0.0207400894596079,-0.25137915002309,-0.754022978087102,-0.0246002580081678,0.377790387238665,-0.419326813404755,0.148538164371901,0.988266195306906
"3",2011-04-17,NA,0.0281084548683172,1.20789561150173,-1.38272844857342,-1.34222070472983,-0.587007025199414,-2.19528315068488,-0.659389750698761,0.190268672123341,1.06922904970999,-1.03459179799575,-1.05209698460022,-0.548538030289542,0.254335123779217,0.397115991170802,0.365751041227933,0.552147806089882,0.0127020386978018,-1.36687776351392,-0.928744292644036,-0.613574553718741,-1.33921408760746,-0.0311019879016943,0.383243996599879,-1.02174068619276,-0.511096066625975,0.962687804528535
"4",2011-04-24,NA,0.0759286446400413,1.24349667059322,-0.955862273710242,-0.529964689626976,-0.128788832693736,-1.08773472247897,-0.62726319263881,0.231779172180191,0.937377563904854,-0.333953220769795,-0.344046855985824,-1.39846546607426,-0.364047371612468,1.12167583219612,0.231495758361339,0.473988024866777,-0.000253898232168037,-1.21073719355696,-0.205756095213547,-0.23754585661562,-0.3823212254844,-0.042282590540576,0.144245450149027,-0.574504890850479,0.123519793426109,0.923103922769531
"5",2011-05-01,NA,0.212661658740174,1.25895382647403,-0.687770077264863,-0.839617899856067,-0.444230162997473,-0.663795102516113,-0.595755666382568,0.335370931210979,0.8047077935236,0.15214288614632,-0.965109796260957,-0.148786263061563,-0.586422973505197,-0.0627876244078434,0.353605668619901,0.481028794811017,-0.0163286588670577,-1.19630393887061,-0.612971917444828,-0.637700186263101,-0.129157637056968,-0.0731924015501728,-0.0848629167437462,-0.324212474430946,-0.586926906232584,0.870090429039005
"6",2011-05-08,NA,0.426488819088256,1.28624932145277,-0.168963562496799,-0.586743304521672,-0.622766975953492,-1.03059703887491,-0.515425824692591,0.524566565914577,1.03281538606516,0.0404962561961954,-1.07620234975121,-0.980633883235966,0.550305937706595,-0.910046363725716,-0.24958268925526,0.564031702270118,-0.000184217098787798,-0.905153631651591,-0.466082093542713,-0.903304831568075,-0.681989879951262,-0.0743906164623637,0.0634838981517293,-0.645509029290919,-0.803880092637779,0.80441858064883
"7",2011-05-15,NA,0.755502634266705,1.22182932143613,-0.208530783368961,0.213085205043757,0.292792939676638,0.115723038623185,0.664273052539032,0.640426983851057,0.918320146799068,0.0963224197355749,0.151452316562469,-0.445987907331059,1.92372014291,-1.21246256541183,-0.64470100952326,0.763557459932247,-0.0524319940009281,-1.1388522800613,0.219658168108765,-0.0766404467914666,0.268595392367112,1.00563220062689,-0.108585451813273,-0.766080174253397,0.301809590795783,0.727043792714877
"8",2011-05-22,NA,0.274846088025085,1.16222766208705,0.286327264930866,-0.309229203988793,-0.203551670912433,-1.04131042266384,-0.468277912738036,0.308711965618916,1.16565742688348,1.12659686004847,-0.26301605140693,-0.767491641414415,1.00150484806085,0.108547917370572,-0.776367347541186,0.157036401053392,-0.0742125080168645,-0.79884588915153,-0.424017434550973,-0.662787817512102,-1.08788933372583,-0.242818120101218,0.108081281898477,0.126355075341088,-0.249393877272348,0.639091738471438
"9",2011-05-29,NA,0.81686884737681,0.936276840218505,0.35894772379585,1.08413409663246,-0.0236826244969478,0.584556319315541,0.95457630882859,0.768925042915958,0.766959033991098,0.815550727712536,1.2263597187933,-1.47072602781547,0.709324477436522,0.395994685269111,-0.0900225583516963,0.578867849447172,-0.235162736784572,-0.838062753025456,0.842089689945736,-0.572306992396186,0.340967109554606,1.05074454332596,-0.29075192832871,-0.280695714385258,1.09077838592014,0.541841972615933
"10",2011-06-05,NA,0.924782469542271,0.807765823529121,0.58353644233499,-0.332929103566297,-0.213315539819307,0.824329924008842,-0.0798581129985835,1.05230338997079,0.935461055291871,0.553807546623648,0.491006166633079,1.75681456212521,2.32953475355346,-1.09052054860292,1.13463186941779,0.57403263666374,-0.270900671580553,-0.680723098060842,-0.706197172773098,-0.849210813446463,0.392220186390494,-0.122743705064564,-0.0895384682247102,-0.595483039523344,0.196970306093379,0.436709315936734
